,Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z
976,977,0.82,Premium,G,SI1,59.9,59,2893,6.09,6.06,3.64
38391,38392,0.42,Premium,E,VS2,61.9,59,1024,4.81,4.75,2.96
38392,38393,0.42,Premium,E,VS2,62.8,59,1024,4.8,4.76,3
38395,38396,0.39,Premium,G,VVS2,60.7,61,1024,4.73,4.7,2.86
38396,38397,0.39,Premium,G,VS1,62.7,58,1024,4.69,4.63,2.92
38397,38398,0.39,Premium,D,VS2,61.3,58,1024,4.73,4.7,2.89
38398,38399,0.39,Premium,D,VS2,60.2,59,1024,4.76,4.74,2.86
38399,38400,0.35,Premium,H,VVS1,59.9,59,1024,4.61,4.57,2.75
10763,10764,1.01,Premium,E,SI1,62,58,4853,6.41,6.37,3.96
38400,38401,0.35,Premium,H,VVS1,61.2,60,1024,4.54,4.51,2.77
38405,38406,0.35,Premium,H,VVS1,61.2,60,1024,4.55,4.5,2.77
10745,10746,1,Premium,F,SI1,59.7,60,4851,6.48,6.51,3.88
38407,38408,0.35,Premium,H,VVS1,62.1,58,1024,4.52,4.46,2.79
38409,38410,0.35,Premium,G,VVS2,62.4,56,1024,4.53,4.47,2.81
38410,38411,0.35,Premium,G,VVS2,62.2,58,1024,4.54,4.49,2.81
52349,52350,0.82,Premium,H,SI2,59.5,62,2499,6.13,6.07,3.63
38412,38413,0.35,Premium,G,VVS2,62.8,58,1024,4.48,4.44,2.8
38413,38414,0.35,Premium,E,VVS2,60.2,58,1024,4.66,4.61,2.79
38414,38415,0.39,Premium,D,VS2,61.4,60,1024,4.72,4.7,2.89
10739,10740,0.33,Premium,E,SI2,60,59,594,4.49,4.47,2.69
38419,38420,0.3,Premium,E,IF,61.9,58,1026,4.26,4.3,2.65
38421,38422,0.3,Premium,E,IF,61,59,1026,4.29,4.33,2.63
38422,38423,0.39,Premium,E,VS1,59.6,60,1026,4.72,4.75,2.82
38402,38403,0.35,Premium,H,VVS1,60.6,60,1024,4.57,4.51,2.75
38424,38425,0.51,Premium,G,SI2,62.5,56,1026,5.12,5.09,3.19
52368,52369,0.73,Premium,F,SI1,61.9,60,2504,5.78,5.81,3.59
38380,38381,0.42,Premium,E,VS2,61,59,1024,4.85,4.82,2.95
10795,10796,1.15,Premium,G,SI2,62.5,55,4861,6.72,6.68,4.19
38334,38335,0.32,Premium,E,VVS1,61.8,59,1020,4.39,4.35,2.7
38336,38337,0.51,Premium,J,SI1,62.6,59,1020,5.1,5.06,3.18
38338,38339,0.32,Premium,G,IF,59.4,59,1020,4.51,4.48,2.67
957,958,0.8,Premium,F,SI1,61.5,60,2890,5.97,5.94,3.66
38340,38341,0.32,Premium,G,IF,59.9,58,1020,4.43,4.42,2.65
38341,38342,0.32,Premium,G,IF,62,60,1020,4.41,4.37,2.72
38343,38344,0.32,Premium,G,IF,61.8,55,1020,4.45,4.39,2.73
52387,52388,0.8,Premium,I,SI1,60.9,60,2507,6.01,5.95,3.64
52386,52387,0.57,Premium,E,VVS2,60,61,2507,5.44,5.36,3.24
38347,38348,0.48,Premium,F,SI1,59.6,59,1020,5.13,5.11,3.05
38348,38349,0.5,Premium,G,I1,62.2,59,1020,5.07,5.03,3.14
10782,10783,1.24,Premium,I,VS2,61.2,58,4858,6.94,6.89,4.23
38381,38382,0.42,Premium,E,VS2,61,60,1024,4.85,4.82,2.95
38350,38351,0.34,Premium,F,VS1,61.5,55,1020,4.58,4.49,2.79
10777,10778,1.05,Premium,G,SI1,62.1,60,4857,6.48,6.44,4.01
10775,10776,1.23,Premium,J,VS2,62.7,58,4856,6.81,6.77,4.26
10774,10775,1.02,Premium,F,SI1,58.4,59,4855,6.65,6.57,3.86
10773,10774,1.02,Premium,G,SI1,60.7,60,4855,6.51,6.48,3.94
38363,38364,0.4,Premium,H,VS1,61.3,59,1021,4.79,4.74,2.92
38364,38365,0.38,Premium,D,VS2,60.8,58,1021,4.73,4.68,2.86
38366,38367,0.43,Premium,D,SI1,62.4,60,1022,4.82,4.79,3
10770,10771,1.13,Premium,I,SI1,61.5,60,4854,6.72,6.68,4.12
10769,10770,1.24,Premium,H,SI2,62.1,58,4854,6.92,6.88,4.28
52374,52375,0.54,Premium,D,VVS2,62,59,2505,5.17,5.22,3.22
38374,38375,0.44,Premium,F,SI1,60.9,58,1023,4.96,4.92,3.01
38375,38376,0.5,Premium,H,SI2,62.6,61,1024,5.06,5.03,3.1
52370,52371,0.7,Premium,F,SI1,62.1,58,2504,5.64,5.7,3.52
38351,38352,0.51,Premium,J,VS2,61.5,58,1020,5.14,5.1,3.15
10798,10799,1,Premium,H,VS2,59.7,58,4861,6.57,6.52,3.91
38425,38426,0.51,Premium,G,SI2,58.6,59,1026,5.3,5.25,3.09
52345,52346,0.79,Premium,H,SI1,60.1,60,2498,6.04,5.98,3.61
10711,10712,0.31,Premium,G,SI1,60.7,60,593,4.36,4.34,2.64
10710,10711,0.31,Premium,G,SI1,60.4,58,593,4.42,4.39,2.66
52314,52315,0.23,Premium,G,VVS2,58.1,59,550,4.09,4.03,2.36
38467,38468,0.41,Premium,E,VS1,60.7,59,1030,4.79,4.77,2.9
38470,38471,0.32,Premium,D,VS1,60.5,59,1030,4.49,4.45,2.7
38480,38481,0.42,Premium,F,VS1,61.8,59,1031,4.81,4.83,2.98
10695,10696,1.03,Premium,E,SI2,61.8,59,4845,6.47,6.42,3.98
38483,38484,0.42,Premium,F,VS1,60.9,59,1031,4.8,4.85,2.94
998,999,0.74,Premium,D,VS2,61.8,58,2897,5.81,5.77,3.58
999,1000,1.12,Premium,J,SI2,60.6,59,2898,6.68,6.61,4.03
52307,52308,0.29,Premium,E,SI1,58.4,60,548,4.34,4.32,2.53
10690,10691,1.2,Premium,I,VS2,62.3,57,4844,6.79,6.74,4.22
10681,10682,1.03,Premium,H,SI1,62.2,60,4843,6.4,6.43,3.99
52315,52316,0.32,Premium,D,SI1,62.2,60,550,4.34,4.37,2.71
38492,38493,0.42,Premium,F,VS1,61.2,58,1031,4.82,4.86,2.96
10677,10678,1.21,Premium,J,VS2,59.9,59,4841,6.92,6.86,4.13
1011,1012,0.72,Premium,D,VS1,62.7,58,2900,5.68,5.65,3.55
38504,38505,0.44,Premium,G,VS1,62.3,59,1031,4.87,4.82,3.02
1012,1013,0.8,Premium,F,SI1,62.7,58,2901,5.91,5.93,3.71
38506,38507,0.5,Premium,F,SI2,58,62,1031,5.21,5.18,3.01
10670,10671,1.01,Premium,H,VS2,60.5,58,4839,6.46,6.4,3.89
10668,10669,1.2,Premium,J,VS2,60.8,60,4839,6.85,6.89,4.18
38509,38510,0.5,Premium,G,SI2,62,59,1031,5.1,5.03,3.14
10666,10667,0.9,Premium,F,VS2,62.3,58,4838,6.16,6.14,3.83
10665,10666,1.2,Premium,J,SI1,61.4,59,4838,6.87,6.82,4.2
10663,10664,1.2,Premium,I,SI2,61.5,58,4838,6.82,6.77,4.18
10661,10662,1.2,Premium,J,SI1,60.6,59,4838,6.88,6.84,4.16
10659,10660,1.2,Premium,H,VS1,61.7,59,4838,6.78,6.74,4.17
10680,10681,1.11,Premium,H,SI1,58.4,60,4842,6.87,6.83,4
10737,10738,0.33,Premium,I,VS2,61.1,59,594,4.44,4.4,2.7
38459,38460,0.37,Premium,D,VS1,60.2,60,1030,4.68,4.63,2.8
38458,38459,0.42,Premium,G,VVS2,61.6,60,1029,4.85,4.8,2.97
10735,10736,0.33,Premium,I,VS2,62.6,58,594,4.42,4.34,2.74
52341,52342,0.73,Premium,D,SI1,60.5,58,2498,5.85,5.82,3.53
38430,38431,0.38,Premium,F,VS2,60.5,59,1026,4.72,4.67,2.84
52340,52341,0.71,Premium,H,VVS2,61.9,59,2498,5.73,5.7,3.54
38432,38433,0.38,Premium,F,VS2,61.9,59,1026,4.66,4.61,2.87
10733,10734,0.33,Premium,I,VS2,62,60,594,4.46,4.41,2.75
10732,10733,0.33,Premium,I,VS2,60.6,58,594,4.47,4.44,2.7
38435,38436,0.38,Premium,F,VS2,60.9,56,1026,4.72,4.67,2.86
38436,38437,0.49,Premium,G,SI1,60.6,60,1026,5.1,5.06,3.08
38437,38438,0.49,Premium,G,SI1,62.5,58,1026,5.03,4.98,3.13
10731,10732,0.33,Premium,I,VS2,61,61,594,4.46,4.43,2.71
10729,10730,0.3,Premium,H,VVS1,61.3,58,593,4.3,4.32,2.64
52333,52334,0.7,Premium,E,VS2,61.1,58,2496,5.78,5.7,3.51
994,995,0.76,Premium,E,SI1,61.1,58,2897,5.91,5.85,3.59
10727,10728,0.31,Premium,I,SI1,60.7,58,593,4.42,4.38,2.67
10725,10726,0.31,Premium,D,SI2,62.9,59,593,4.31,4.28,2.7
990,991,0.77,Premium,E,SI1,60.9,58,2896,5.94,5.88,3.6
10723,10724,0.31,Premium,D,SI2,62.1,59,593,4.35,4.31,2.69
52330,52331,0.73,Premium,I,VVS2,61.5,58,2496,5.73,5.78,3.54
10720,10721,0.31,Premium,D,SI2,62.7,59,593,4.35,4.3,2.71
52329,52330,0.75,Premium,H,VS2,59.1,58,2496,5.93,6.02,3.53
52328,52329,0.73,Premium,H,VS2,61,58,2496,5.76,5.84,3.54
52327,52328,0.73,Premium,I,VVS2,60.6,58,2496,5.78,5.84,3.52
38453,38454,0.31,Premium,F,VVS1,59.7,59,1028,4.49,4.45,2.67
38454,38455,0.44,Premium,E,SI2,59.7,61,1028,4.97,4.91,2.95
52323,52324,0.7,Premium,G,VS1,59.3,62,2496,5.8,5.74,3.42
10713,10714,0.31,Premium,D,SI2,60.1,60,593,4.41,4.38,2.64
52318,52319,0.33,Premium,F,SI1,60.9,59,550,4.42,4.45,2.7
52332,52333,0.56,Premium,E,VVS2,59.2,56,2496,5.49,5.39,3.22
38131,38132,0.3,Premium,G,VVS1,61.9,59,1013,4.31,4.28,2.66
38328,38329,0.32,Premium,E,VVS1,60.5,58,1020,4.47,4.42,2.69
10801,10802,1.06,Premium,F,SI1,62.4,58,4862,6.56,6.51,4.07
900,901,0.73,Premium,E,VS1,62.6,60,2876,5.68,5.75,3.58
38183,38184,0.41,Premium,D,SI1,61.4,58,1015,4.78,4.76,2.93
10877,10878,1.05,Premium,F,SI1,62.8,59,4879,6.43,6.4,4.03
10876,10877,1.01,Premium,E,SI2,60.4,60,4878,6.49,6.46,3.91
901,902,0.79,Premium,E,VS2,60.6,53,2876,6.04,5.98,3.64
38187,38188,0.41,Premium,D,SI1,61,59,1015,4.78,4.76,2.91
38189,38190,0.41,Premium,D,SI1,62.1,59,1015,4.76,4.74,2.95
10871,10872,1.08,Premium,I,VS1,62.5,57,4877,6.54,6.51,4.08
38192,38193,0.41,Premium,D,SI1,62.9,58,1015,4.75,4.7,2.97
38197,38198,0.41,Premium,D,SI1,60.5,60,1015,4.81,4.77,2.9
38198,38199,0.5,Premium,F,SI2,62.3,59,1016,5.1,5.04,3.16
52483,52484,1.01,Premium,H,I1,60.1,58,2520,6.49,6.44,3.89
10867,10868,1.23,Premium,F,SI2,61.7,58,4876,6.85,6.95,4.26
38181,38182,0.41,Premium,D,SI1,59.6,59,1015,4.85,4.82,2.88
38203,38204,0.43,Premium,H,VS2,61.9,55,1016,4.95,4.8,3.02
38205,38206,0.43,Premium,F,SI1,61.3,60,1016,4.86,4.83,2.97
38206,38207,0.43,Premium,F,SI1,61.6,59,1016,4.87,4.83,2.99
38208,38209,0.43,Premium,F,SI1,60.5,60,1016,4.88,4.84,2.94
52482,52483,0.73,Premium,H,VS2,61,58,2519,5.84,5.76,3.54
38211,38212,0.43,Premium,F,SI1,62.4,56,1016,4.84,4.81,3.01
38212,38213,0.43,Premium,F,SI1,62.9,60,1016,4.8,4.77,3.01
38213,38214,0.43,Premium,F,SI1,62.4,57,1016,4.82,4.79,3
38214,38215,0.43,Premium,F,SI1,62.6,58,1016,4.81,4.77,3
38215,38216,0.43,Premium,E,SI1,62.4,56,1016,4.83,4.79,3
10863,10864,1.01,Premium,G,SI1,59.9,56,4875,6.6,6.45,3.91
38218,38219,0.43,Premium,E,SI1,60.2,60,1016,4.94,4.89,2.96
38220,38221,0.43,Premium,F,SI1,60.6,59,1016,4.87,4.84,2.94
38221,38222,0.41,Premium,F,VVS2,61.6,59,1017,4.79,4.73,2.93
38204,38205,0.43,Premium,F,SI1,62.5,56,1016,4.85,4.82,3.02
38225,38226,0.4,Premium,H,VVS1,61.8,58,1017,4.69,4.72,2.91
10881,10882,1.32,Premium,H,SI2,59.4,54,4879,7.21,7.09,4.25
38176,38177,0.53,Premium,H,SI2,62.5,60,1015,5.16,5.18,3.23
886,887,0.78,Premium,F,VS2,62.6,58,2874,5.91,5.82,3.67
38136,38137,0.3,Premium,G,VVS1,62.4,57,1013,4.29,4.27,2.67
38137,38138,0.3,Premium,G,VVS1,62.6,58,1013,4.29,4.27,2.68
38138,38139,0.3,Premium,G,VVS1,62.1,61,1013,4.3,4.27,2.66
38139,38140,0.3,Premium,G,VVS1,62.8,58,1013,4.3,4.27,2.69
887,888,0.71,Premium,D,VS2,61.2,59,2874,5.69,5.74,3.5
38142,38143,0.3,Premium,G,VVS1,61.7,58,1013,4.3,4.26,2.64
888,889,0.7,Premium,F,VS1,59,59,2874,5.79,5.77,3.41
52498,52499,0.5,Premium,D,VVS1,61.5,58,2525,5.12,5.06,3.13
38144,38145,0.3,Premium,G,VVS1,62.7,59,1013,4.27,4.22,2.66
38149,38150,0.54,Premium,I,SI2,61.2,60,1013,5.22,5.2,3.19
38150,38151,0.36,Premium,F,VS1,61.3,57,1013,4.58,4.56,2.8
52496,52497,0.77,Premium,I,VS1,62.6,55,2524,5.9,5.85,3.68
10883,10884,1.21,Premium,I,SI2,62.1,59,4879,6.86,6.8,4.24
889,890,0.7,Premium,F,VS1,60.8,62,2874,5.71,5.67,3.46
38154,38155,0.36,Premium,E,VS2,62,58,1013,4.56,4.54,2.82
10900,10901,1.02,Premium,H,SI1,62,60,4884,6.4,6.37,3.96
10898,10899,1.02,Premium,H,SI1,60.5,60,4884,6.58,6.51,3.96
10897,10898,1.21,Premium,I,VS2,62.6,59,4884,6.77,6.67,4.21
10895,10896,1.02,Premium,H,SI1,62.9,59,4884,6.41,6.38,4.02
10894,10895,1.14,Premium,G,SI2,60.4,59,4884,6.8,6.78,4.1
10893,10894,1.02,Premium,F,SI1,62.5,56,4884,6.44,6.35,4
10890,10891,1.11,Premium,G,SI2,60.7,56,4882,6.73,6.68,4.07
890,891,0.7,Premium,G,VVS2,61.8,58,2874,5.67,5.63,3.49
38171,38172,0.34,Premium,G,IF,62.3,59,1014,4.46,4.49,2.79
894,895,0.7,Premium,G,VVS2,62.9,59,2874,5.68,5.61,3.55
10885,10886,1.21,Premium,I,SI2,59.9,58,4879,6.94,6.91,4.15
10884,10885,1.21,Premium,I,SI2,60.7,60,4879,6.88,6.82,4.16
10901,10902,1.03,Premium,E,SI2,62,59,4885,6.42,6.49,4
38327,38328,0.32,Premium,E,VVS1,60.8,58,1020,4.41,4.38,2.67
52481,52482,0.73,Premium,I,VVS2,61.5,58,2519,5.78,5.73,3.54
10858,10859,1.03,Premium,H,VS1,59.2,58,4874,6.66,6.61,3.92
930,931,0.73,Premium,F,VS2,58.7,57,2882,5.97,5.92,3.49
38275,38276,0.21,Premium,E,VS2,59.6,56,386,3.93,3.89,2.33
52436,52437,0.7,Premium,H,VVS2,62.1,58,2513,5.66,5.71,3.53
52435,52436,0.7,Premium,I,VVS1,59.1,60,2513,5.77,5.8,3.42
38276,38277,0.21,Premium,D,VS2,61.6,59,386,3.82,3.78,2.34
38277,38278,0.21,Premium,D,VS2,60.6,60,386,3.85,3.81,2.32
38278,38279,0.21,Premium,D,VS2,59.1,62,386,3.89,3.86,2.29
38279,38280,0.21,Premium,D,VS2,58.3,59,386,3.96,3.93,2.3
52429,52430,0.7,Premium,I,VVS1,61.2,59,2513,5.65,5.69,3.47
936,937,1.01,Premium,I,SI1,62.7,60,2885,6.36,6.27,3.96
52421,52422,0.7,Premium,D,SI1,61.2,58,2512,5.74,5.7,3.5
52418,52419,0.74,Premium,E,SI2,58.8,60,2512,5.93,5.91,3.48
52417,52418,0.82,Premium,G,SI2,60.7,61,2512,6.01,5.98,3.64
928,929,0.73,Premium,F,VS2,59.9,58,2882,5.87,5.84,3.51
52415,52416,0.7,Premium,G,VS1,62.6,60,2512,5.58,5.66,3.52
52412,52413,0.7,Premium,G,VS1,61,59,2512,5.68,5.77,3.49
10814,10815,1.19,Premium,I,SI1,62.2,58,4865,6.77,6.73,4.2
38309,38310,0.31,Premium,J,VS2,62.7,58,488,4.34,4.3,2.71
10812,10813,0.96,Premium,E,SI1,60,60,4864,6.44,6.39,3.85
943,944,0.7,Premium,E,VS1,62.6,59,2887,5.66,5.69,3.55
38313,38314,0.44,Premium,F,VS2,61.1,62,1018,4.98,4.92,3.03
52401,52402,0.65,Premium,G,VVS1,59.3,57,2510,5.59,5.47,3.28
10807,10808,1.08,Premium,F,SI1,62.1,58,4864,6.57,6.61,4.09
10805,10806,1.15,Premium,G,SI1,62,58,4863,6.77,6.68,4.17
10803,10804,1.06,Premium,F,SI1,61.9,58,4862,6.58,6.53,4.06
52399,52400,0.73,Premium,E,SI1,61.8,59,2510,5.8,5.73,3.56
953,954,0.77,Premium,F,VS2,61.8,56,2889,5.94,5.9,3.66
954,955,0.77,Premium,E,SI1,59.8,61,2889,5.99,5.95,3.57
52414,52415,0.7,Premium,G,VS1,61.4,59,2512,5.59,5.74,3.51
52480,52481,0.73,Premium,I,VVS2,60.6,58,2519,5.84,5.78,3.52
925,926,1.05,Premium,H,I1,62,59,2881,6.5,6.47,4.02
52444,52445,0.53,Premium,E,VVS1,60.8,59,2514,5.23,5.17,3.16
10856,10857,1.13,Premium,H,SI2,60.7,54,4873,6.82,6.72,4.11
10855,10856,1.13,Premium,J,VS1,61.1,59,4873,6.74,6.67,4.1
10854,10855,1.13,Premium,H,SI2,62.3,57,4873,6.68,6.65,4.15
52478,52479,0.77,Premium,E,SI2,60.8,58,2519,5.96,5.98,3.63
52475,52476,0.73,Premium,D,SI2,62.4,58,2519,5.72,5.67,3.56
10849,10850,1.01,Premium,G,SI1,62.6,59,4872,6.38,6.3,3.97
52472,52473,0.7,Premium,E,SI1,61.9,60,2518,5.67,5.6,3.49
10847,10848,1.16,Premium,I,SI1,62.7,57,4872,6.76,6.67,4.21
913,914,0.63,Premium,E,IF,60.3,62,2879,5.55,5.53,3.34
914,915,0.7,Premium,F,VS1,60.4,60,2879,5.73,5.7,3.45
915,916,0.71,Premium,F,VS1,62.7,58,2879,5.71,5.67,3.57
52460,52461,0.71,Premium,E,SI1,61.8,56,2516,5.77,5.72,3.55
10845,10846,1.16,Premium,H,SI2,60.2,59,4872,6.84,6.78,4.1
38274,38275,0.21,Premium,E,VS2,60.5,59,386,3.87,3.83,2.33
10844,10845,1.16,Premium,I,SI1,60,58,4872,6.82,6.78,4.08
10842,10843,1.06,Premium,H,SI1,61.6,59,4872,6.55,6.54,4.03
10841,10842,1.16,Premium,H,SI2,61.8,58,4872,6.81,6.75,4.19
52457,52458,0.81,Premium,G,SI2,62.5,57,2515,5.95,5.89,3.7
10839,10840,1.2,Premium,I,SI1,61.7,56,4872,6.82,6.76,4.19
38252,38253,0.31,Premium,J,VS2,62.5,60,380,4.31,4.36,2.71
52456,52457,0.71,Premium,G,VS2,60.4,61,2515,5.81,5.77,3.5
38254,38255,0.31,Premium,J,VS2,62.4,60,380,4.29,4.33,2.69
38261,38262,0.26,Premium,H,VS1,62.3,59,382,4.06,4.1,2.54
38262,38263,0.26,Premium,G,VS1,61.3,60,382,4.07,4.12,2.51
10835,10836,1.09,Premium,H,SI1,61.8,58,4871,6.63,6.58,4.08
52449,52450,0.71,Premium,G,VS2,62.8,58,2515,5.74,5.69,3.59
52448,52449,0.59,Premium,D,VVS2,62.6,58,2515,5.34,5.4,3.36
52445,52446,0.53,Premium,D,VVS2,62.7,60,2514,5.19,5.12,3.23
10843,10844,1.06,Premium,H,SI1,62.8,58,4872,6.49,6.47,4.07
37746,37747,0.31,Premium,F,VVS1,59.2,62,997,4.41,4.34,2.59
11180,11181,1.08,Premium,F,SI1,62.1,58,4953,6.61,6.57,4.09
37744,37745,0.5,Premium,D,SI2,62.9,58,997,5.06,5.01,3.17
599,600,0.7,Premium,G,VS1,62.6,55,2838,5.73,5.64,3.56
53009,53010,0.7,Premium,F,SI1,59.4,59,2596,5.8,5.75,3.43
600,601,0.7,Premium,F,VS2,59.4,61,2838,5.83,5.79,3.45
53007,53008,0.7,Premium,H,VVS2,61,57,2596,5.76,5.72,3.5
53005,53006,0.7,Premium,D,SI2,60,60,2596,5.72,5.56,3.5
53004,53005,0.7,Premium,F,SI1,60,60,2596,5.62,5.55,3.6
53003,53004,0.7,Premium,F,SI1,59.5,57,2596,5.81,5.79,3.45
53002,53003,0.7,Premium,D,SI2,60.4,60,2596,5.79,5.74,3.48
53001,53002,0.7,Premium,F,SI1,62.4,56,2596,5.69,5.63,3.53
602,603,0.7,Premium,F,VS2,60.9,61,2838,5.71,5.66,3.46
603,604,0.7,Premium,F,VS2,59.5,58,2838,5.85,5.75,3.45
604,605,0.7,Premium,G,VS1,63,60,2838,5.64,5.57,3.53
52994,52995,0.7,Premium,G,VS2,61.3,58,2596,5.74,5.68,3.5
53011,53012,0.7,Premium,D,SI2,60.6,58,2596,5.75,5.7,3.47
609,610,0.71,Premium,F,VS1,59.1,61,2839,5.84,5.81,3.44
610,611,0.71,Premium,F,VS1,59,60,2839,5.82,5.8,3.43
37227,37228,0.4,Premium,E,VS2,61.9,59,975,4.75,4.72,2.93
611,612,0.71,Premium,F,VS1,60.5,58,2839,5.75,5.72,3.47
11492,11493,1.04,Premium,G,SI1,60.9,59,5017,6.57,6.53,3.99
37231,37232,0.4,Premium,E,VS2,60.7,60,975,4.75,4.7,2.87
37232,37233,0.4,Premium,E,VS2,62.2,59,975,4.74,4.71,2.94
11489,11490,1.16,Premium,I,VS2,62.4,58,5016,6.69,6.65,4.16
52988,52989,0.74,Premium,E,SI2,62.6,58,2594,5.73,5.77,3.6
37237,37238,0.4,Premium,E,VS2,62.2,58,975,4.72,4.67,2.92
37238,37239,0.4,Premium,E,VS2,62.5,58,975,4.73,4.65,2.93
37240,37241,0.52,Premium,H,SI2,60.9,61,975,5.15,5.1,3.12
37242,37243,0.39,Premium,E,VS2,59.7,59,975,4.83,4.79,2.87
11483,11484,1.26,Premium,J,VS2,62.1,58,5015,6.9,6.95,4.3
37225,37226,0.4,Premium,E,VS2,59.3,59,975,4.81,4.77,2.84
616,617,0.71,Premium,G,VVS2,60.3,58,2839,5.82,5.78,3.5
598,599,0.7,Premium,F,VS2,61.7,58,2838,5.69,5.63,3.49
596,597,0.72,Premium,F,VS1,58.8,60,2838,5.91,5.89,3.47
37153,37154,0.36,Premium,I,IF,59.9,59,972,4.63,4.58,2.76
53053,53054,0.76,Premium,F,SI1,60.3,58,2607,5.91,5.96,3.58
37159,37160,0.32,Premium,D,VS2,60.3,60,972,4.44,4.42,2.67
11559,11560,1.01,Premium,G,SI1,59.6,58,5034,6.61,6.54,3.92
11557,11558,1.07,Premium,E,SI2,61.3,59,5033,6.64,6.58,4.05
53050,53051,0.72,Premium,F,VS2,62.7,59,2607,5.75,5.71,3.59
11556,11557,1.07,Premium,E,SI2,62.9,59,5033,6.55,6.46,4.09
37167,37168,0.32,Premium,D,VS2,61.7,59,972,4.43,4.38,2.72
11553,11554,0.91,Premium,H,VVS1,62.5,59,5032,6.16,6.19,3.86
11549,11550,1.07,Premium,H,SI1,60,60,5031,6.61,6.65,3.98
11540,11541,1.54,Premium,J,SI1,61.1,58,5028,7.48,7.41,4.55
37181,37182,0.32,Premium,D,VS2,61.7,58,972,4.38,4.34,2.69
37182,37183,0.48,Premium,H,SI2,58.5,59,972,5.16,5.13,3.01
597,598,0.7,Premium,F,VS2,62.3,58,2838,5.72,5.64,3.54
37184,37185,0.54,Premium,H,SI2,61.8,60,972,5.2,5.16,3.2
11534,11535,0.92,Premium,D,SI1,62.5,59,5028,6.24,6.14,3.87
37188,37189,0.32,Premium,D,VVS1,62,60,973,4.4,4.37,2.72
11529,11530,1,Premium,E,SI1,62.7,61,5027,6.37,6.32,3.98
11528,11529,1.25,Premium,H,SI1,60.7,58,5027,7.04,6.99,4.26
53032,53033,0.7,Premium,H,VVS1,58.3,60,2603,5.83,5.8,3.39
11526,11527,1.32,Premium,E,I1,62.2,58,5027,7.05,6.97,4.36
11525,11526,1.12,Premium,I,VS2,61.9,58,5027,6.63,6.68,4.12
53031,53032,1.01,Premium,J,I1,60.7,59,2602,6.42,6.39,3.89
11524,11525,0.7,Premium,D,IF,60,59,5027,5.75,5.81,3.47
588,589,0.75,Premium,F,VS2,59.6,59,2835,6.04,5.94,3.57
591,592,0.7,Premium,E,VS1,62.6,59,2837,5.69,5.66,3.55
53021,53022,0.73,Premium,F,SI1,61.2,60,2599,5.78,5.73,3.52
11523,11524,1.24,Premium,J,VS2,61.4,59,5026,6.91,6.83,4.22
11535,11536,1.01,Premium,H,VS2,61.3,58,5028,6.46,6.49,3.97
53057,53058,0.72,Premium,G,VS1,60.9,60,2607,5.78,5.75,3.51
11482,11483,1.26,Premium,J,VS2,62.5,58,5015,6.9,6.92,4.32
52980,52981,0.82,Premium,E,SI2,62,59,2593,6.02,5.94,3.71
11441,11442,1.2,Premium,I,VS2,62.2,61,5006,6.74,6.73,4.19
640,641,0.7,Premium,F,VS2,58.7,61,2842,5.8,5.72,3.38
11434,11435,1.09,Premium,H,VS2,61.2,58,5005,6.63,6.58,4.03
52920,52921,0.71,Premium,E,VS2,62.4,60,2590,5.66,5.68,3.54
11432,11433,1.17,Premium,H,SI1,62.3,57,5004,6.75,6.71,4.19
11431,11432,1.14,Premium,H,SI1,60.7,58,5003,6.76,6.82,4.12
37321,37322,0.32,Premium,H,IF,61.8,58,979,4.39,4.35,2.7
11429,11430,1.16,Premium,I,SI1,61.5,57,5002,6.79,6.73,4.16
37323,37324,0.3,Premium,D,VS1,61.6,57,979,4.33,4.3,2.66
11428,11429,1.01,Premium,E,SI1,62.4,60,5002,6.35,6.32,3.95
37326,37327,0.49,Premium,F,SI2,60.8,60,980,5.12,5.04,3.09
37327,37328,0.4,Premium,G,VVS2,61.3,59,980,4.78,4.74,2.92
52915,52916,0.7,Premium,D,SI1,59.8,57,2589,5.79,5.74,3.45
37310,37311,0.31,Premium,F,IF,61.5,58,979,4.33,4.35,2.67
52914,52915,0.75,Premium,H,VS1,58.9,62,2588,5.96,5.93,3.5
11420,11421,0.9,Premium,D,VS2,62.6,59,5001,6.14,6.17,3.85
11413,11414,1.24,Premium,I,SI2,62.1,58,5000,6.88,6.84,4.26
11412,11413,0.9,Premium,F,VS1,62.7,58,5000,6.17,6.14,3.86
11411,11412,1,Premium,H,VS2,61.5,61,5000,6.45,6.4,3.95
37345,37346,0.31,Premium,F,VVS1,59.4,58,982,4.45,4.41,2.63
52905,52906,0.7,Premium,G,VS2,58.7,53,2586,5.86,5.83,3.43
11410,11411,1.01,Premium,H,VS1,60.9,62,5000,6.52,6.49,3.96
37348,37349,0.4,Premium,G,VVS2,62,58,982,4.68,4.74,2.92
37354,37355,0.4,Premium,F,VS1,61.9,59,982,4.67,4.7,2.9
37356,37357,0.4,Premium,F,VS1,62.4,59,982,4.67,4.69,2.92
37358,37359,0.4,Premium,F,VS1,61.1,59,982,4.71,4.75,2.89
52897,52898,0.81,Premium,H,SI1,59.1,57,2585,6.16,6.09,3.62
37359,37360,0.4,Premium,G,VVS2,59.7,58,982,4.78,4.8,2.86
37336,37337,0.43,Premium,E,VS2,61.6,59,981,4.81,4.84,2.97
617,618,0.71,Premium,F,VS1,59.2,58,2839,5.87,5.82,3.46
